City,State,White,Native American,Hispanic,Black,Asian/Pacific Islander
Las Animas,CO,85.80,1.40,35.40,9.00,0.50
Leadville,CO,87.70,0.50,31.70,0.20,0.50
Lochbuie,CO,85.70,0.00,52.30,2.40,0.70
Longmont,CO,87.10,1.20,25.60,0.90,3.00
Monte Vista,CO,93.00,0.30,69.80,0.00,0.10
Montrose,CO,92.00,1.00,26.70,0.10,1.70
New Castle,CO,95.60,0.70,29.80,0.50,0.00
Pagosa Springs,CO,81.20,1.10,24.20,2.00,0.90
Pueblo,CO,75.70,4.00,46.70,2.40,0.90
Rifle,CO,85.40,1.30,29.00,0.70,0.90
Rocky Ford,CO,88.40,2.40,59.60,1.00,0.60
Roxborough Park,CO,94.20,0.20,8.60,0.30,1.10
Salida,CO,92.10,0.50,16.70,0.20,1.40
Severance,CO,95.30,0.40,7.60,0.40,0.50
Silt,CO,89.90,0.00,31.40,0.00,0.00
Silverthorne--Frisco,CO,84.10,0.40,20.50,1.40,1.00
Steamboat Springs,CO,94.30,0.30,9.10,1.10,1.20
Sterling,CO,89.80,1.10,18.40,1.40,1.20
Trinidad,CO,83.00,4.00,52.70,0.40,1.40
Vail,CO,93.00,0.00,10.20,2.50,0.90
Walsenburg,CO,94.10,1.80,56.40,1.00,0.00
Wellington,CO,89.90,0.30,15.70,0.40,0.40
Woodland Park,CO,95.40,0.60,6.00,0.30,0.80
Yuma,CO,85.30,0.00,33.50,4.20,0.00
Bridgeport--Stamford,CT,74.10,0.30,19.50,11.40,5.10
Colchester,CT,91.60,0.30,1.60,1.60,3.40
Danbury,CT,76.40,0.20,19.10,4.70,5.00
Hartford,CT,71.90,0.30,17.10,13.50,5.40
Jewett City,CT,88.70,0.40,4.70,1.70,4.60
Lake Pocotopaug--East Hampton,CT,93.50,0.60,4.10,1.80,2.50
Litchfield,CT,97.10,0.00,2.80,0.50,1.00
Moodus,CT,95.00,0.00,4.30,0.10,0.00
New Haven,CT,72.40,0.20,15.60,14.50,4.20
Norwich--New London,CT,78.20,0.60,12.10,7.10,4.70
Stafford Springs,CT,94.00,0.00,4.90,1.30,2.10
Torrington,CT,89.00,0.10,9.60,3.90,3.10
Waterbury,CT,74.50,0.10,24.20,12.80,2.50
Willimantic,CT,72.50,2.00,33.00,5.70,3.20
Washington,DC,50.70,0.30,17.00,27.10,11.40
Bridgeville,DE,66.00,0.00,34.10,23.70,1.50
Dover,DE,59.30,0.60,7.60,31.00,2.50
Georgetown,DE,69.00,0.00,34.50,18.70,2.80
Harrington,DE,62.90,0.50,3.70,33.40,0.00
Lewes,DE,90.70,0.30,4.70,4.40,2.60
Long Neck,DE,87.50,2.30,3.40,5.60,0.40
Middletown,DE,67.30,0.10,6.50,26.00,2.60
Milford,DE,71.40,0.20,14.10,18.70,2.20
Millsboro,DE,75.10,0.40,9.00,16.90,1.50
Milton,DE,72.40,0.40,9.90,23.10,0.60
Ocean View,DE,95.80,0.10,3.50,1.90,0.40
Alachua,FL,60.80,1.20,9.10,35.20,0.90
Apalachicola,FL,77.20,0.50,3.80,18.80,1.90
Arcadia--Southeast Arcadia,FL,79.00,0.40,43.50,17.20,0.30
Belle Glade,FL,37.90,0.00,29.90,58.20,0.30
Big Pine Key,FL,96.00,0.30,13.70,2.10,0.80
Blountstown,FL,58.40,0.10,11.80,33.50,2.10
Bonifay,FL,70.00,1.30,5.80,24.80,1.10
Bonita Springs,FL,89.70,0.20,22.40,5.60,1.30
Burnt Store Marina,FL,94.70,3.20,2.00,0.50,0.00
Bushnell,FL,81.00,0.70,9.30,9.40,0.00
Cape Coral,FL,83.60,0.20,20.80,9.70,1.70
Century,FL,47.50,1.90,4.10,43.30,0.50
Chattahoochee,FL,47.90,0.30,13.00,50.10,0.20
Chipley,FL,63.80,0.90,3.90,32.30,0.30
Clewiston,FL,67.70,0.00,44.00,24.30,2.30
Crawfordville,FL,82.90,0.00,2.10,15.30,0.20
Crescent City,FL,76.00,0.00,13.10,14.00,2.50
Crestview,FL,75.40,1.10,6.40,13.90,2.50
Crooked Lake Park,FL,87.40,0.20,20.00,9.00,0.60
Cross City,FL,66.00,0.40,4.70,26.60,0.20
Crystal River,FL,87.10,0.40,2.90,3.30,6.70
De Funiak Springs,FL,73.10,0.70,7.50,17.80,0.00
Deltona,FL,82.90,0.40,23.50,10.00,1.30
Fellsmere,FL,71.90,0.20,82.70,5.30,0.00
Fernandina Beach,FL,86.10,0.00,3.30,8.30,2.30
Fort Meade,FL,80.70,0.30,30.60,14.20,0.30
Fort Walton Beach--Navarre--Wright,FL,81.20,0.40,8.50,7.40,3.30
Four Corners,FL,80.90,0.20,32.70,9.20,2.30
Frostproof,FL,76.40,0.20,31.70,17.10,0.00
Gainesville,FL,66.80,0.30,10.20,21.20,7.20
Golden Gate Estates,FL,89.00,0.00,47.00,3.80,1.00
Graceville,FL,60.90,0.50,8.90,33.70,0.50
Havana,FL,29.50,0.00,1.30,68.70,0.00
High Springs,FL,68.70,0.00,10.50,25.50,0.70
Homosassa Springs--Beverly Hills--Citrus Springs,FL,91.80,0.30,5.80,3.80,2.00
Immokalee,FL,68.50,1.20,72.30,21.20,0.60
Indiantown,FL,50.50,6.60,71.20,15.60,0.40
Interlachen,FL,92.10,0.10,9.00,4.90,0.00
Jacksonville,FL,65.20,0.20,9.00,25.30,4.60
Jasper,FL,38.90,0.00,7.30,57.50,0.00
Jupiter Farms,FL,95.20,0.00,11.20,3.60,0.80
Key Largo,FL,95.70,0.30,18.60,1.50,0.70
Keystone Heights,FL,94.30,0.10,3.00,2.90,1.80
Key West,FL,81.90,0.10,27.80,11.90,1.60
Kissimmee,FL,71.90,0.30,53.40,9.80,4.90
LaBelle--Port LaBelle,FL,84.90,0.50,57.40,5.50,0.30
Lady Lake--The Villages,FL,93.60,0.40,5.00,3.00,1.00
Lake Bryant,FL,86.10,0.00,0.70,2.20,0.00
Lake Butler,FL,56.80,0.60,7.70,39.00,0.20
Lake City,FL,64.10,0.50,7.20,30.70,1.60
Lakeland,FL,78.50,0.30,16.70,14.80,2.20
Lake Panasoffkee,FL,99.70,0.00,4.20,0.30,0.00
Lake Placid,FL,86.00,0.20,29.70,4.90,0.70
Leesburg--Eustis--Tavares,FL,84.10,0.30,9.00,11.40,1.20
Live Oak,FL,58.90,0.00,24.10,36.90,0.10
Macclenny,FL,83.60,0.50,0.90,13.80,1.50
Madison,FL,20.50,0.00,1.60,78.00,0.80
Marathon,FL,90.50,0.00,33.00,6.90,1.40
Marianna,FL,49.00,0.40,1.50,47.00,2.20
Marion Oaks,FL,72.40,0.00,36.50,20.00,0.90
Miami,FL,71.00,0.20,44.40,21.20,2.50
Moore Haven,FL,65.60,0.30,26.20,32.50,0.00
Nassau Village-Ratliff,FL,90.60,1.80,1.90,6.30,0.20
North Port--Port Charlotte,FL,87.50,0.20,7.20,7.60,1.60
Ocala,FL,77.90,0.10,13.00,16.60,2.00
Ocala Estates,FL,89.00,0.00,37.20,9.40,0.70
Okeechobee--Taylor Creek,FL,87.60,1.00,28.50,7.60,1.30
Orangetree,FL,92.30,0.00,37.50,4.00,0.90
Orlando,FL,67.80,0.20,25.90,19.10,4.70
Pahokee,FL,28.60,0.00,27.40,63.00,0.00
Palatka,FL,63.00,0.20,7.30,32.80,0.20
Palm Bay--Melbourne,FL,82.40,0.30,10.50,10.40,2.60
Palm Coast--Daytona Beach--Port Orange,FL,81.70,0.40,7.30,11.90,2.30
Panama City,FL,80.00,0.60,6.50,12.50,2.50
Panama City Northeast,FL,90.90,0.10,1.20,1.60,5.20
Pensacola,FL,71.30,0.40,5.60,18.80,2.90
Perry,FL,60.00,0.90,3.10,36.90,0.00
Poinciana,FL,59.40,1.40,52.10,25.50,2.20
Poinciana Southwest,FL,53.40,0.80,52.30,33.00,0.30
Port St. Joe,FL,63.80,0.00,4.40,32.60,0.00
Port St. Lucie,FL,78.00,0.30,16.40,15.50,1.90
Quincy,FL,26.80,0.20,11.00,70.90,0.60
Rainbow Lakes Estates,FL,97.60,0.00,8.50,1.40,0.40
Ridge Manor,FL,92.70,0.00,12.50,7.30,0.00
St. Augustine,FL,89.00,0.50,6.00,6.70,1.50
Santa Rosa Beach,FL,79.70,0.00,11.90,1.70,7.10
Sarasota--Bradenton,FL,88.80,0.30,12.60,6.40,1.80
Sebastian--Vero Beach South--Florida Ridge,FL,86.70,0.20,8.40,9.10,1.20
Sebring--Avon Park,FL,77.80,0.20,18.80,12.00,1.80
Spring Hill,FL,89.00,0.40,13.00,5.30,1.30
Starke,FL,61.90,0.10,2.60,32.90,0.00
Sugarmill Woods,FL,95.90,0.40,3.90,1.40,2.30
Tallahassee,FL,60.30,0.20,6.40,32.50,3.70
Tampa--St. Petersburg,FL,77.00,0.30,19.20,12.90,3.70
Titusville,FL,80.30,0.50,5.90,13.60,2.60
Trenton,FL,66.00,0.10,19.90,29.50,0.00
Wauchula,FL,76.30,0.00,54.00,9.10,0.60
Wedgefield,FL,78.60,0.60,19.60,7.30,2.80
Williston,FL,56.90,0.00,8.50,41.20,0.30
Winter Haven,FL,76.70,0.30,21.50,18.00,1.00
Woodville,FL,56.80,0.30,8.70,39.90,0.00
World Golf Village,FL,81.50,0.00,11.80,11.70,3.00
Yulee,FL,90.50,0.00,2.90,7.60,0.10
Zephyrhills,FL,87.80,0.50,15.00,6.60,1.70
Adel,GA,43.30,0.70,5.50,51.60,0.50
Albany,GA,32.90,0.20,2.60,62.90,1.30
Alma,GA,53.90,0.00,7.70,39.60,3.00
Americus,GA,33.70,0.10,4.50,61.90,0.70
Ashburn,GA,29.50,0.20,7.90,70.00,0.00
Athens-Clarke County,GA,66.80,0.10,9.90,24.00,4.60
Atlanta,GA,50.50,0.30,11.50,36.60,6.30
Augusta-Richmond County,GA,56.10,0.20,5.40,37.30,2.70
Bainbridge,GA,36.70,0.00,2.00,62.20,0.00
Barnesville,GA,37.70,0.20,1.50,57.00,0.20
Baxley,GA,56.90,0.00,12.40,33.20,1.90
Blackshear,GA,76.20,0.40,0.70,19.80,0.00
Blakely,GA,28.00,0.00,0.00,70.10,1.80
Bremen,GA,86.70,0.00,0.10,10.00,0.40
Brunswick,GA,55.80,0.50,8.50,36.20,1.70
Buckhead (Bryan County),GA,76.80,0.00,1.40,17.20,1.90
Cairo,GA,51.60,1.20,23.10,42.10,1.20
Calhoun,GA,83.90,1.50,23.70,7.80,1.70
Camilla,GA,30.10,0.10,2.40,67.40,0.90
Carrollton,GA,66.00,0.40,11.10,25.20,1.30
Cartersville,GA,78.80,0.20,10.40,15.30,0.80
Cedartown,GA,61.50,0.70,30.10,14.30,0.20
Claxton,GA,48.70,0.00,6.20,43.00,2.20
Clayton,GA,81.00,2.30,15.30,7.80,0.10
Cleveland,GA,92.40,0.90,5.00,5.90,0.30
Cochran,GA,50.00,0.20,2.90,47.90,0.20
Columbus,GA,48.90,0.40,6.90,42.20,2.00
Commerce,GA,78.00,0.40,8.20,18.40,0.60
Cordele,GA,27.40,0.00,3.20,69.10,1.90
Cornelia--Baldwin,GA,80.00,0.00,28.40,5.60,2.00
Cuthbert,GA,15.90,0.00,0.50,83.70,0.00
Dahlonega,GA,89.90,0.00,12.10,6.20,0.60
Dalton,GA,87.00,0.60,40.10,4.60,1.40
Darien,GA,55.80,0.00,2.70,40.00,0.00
Dawson,GA,11.50,0.00,0.00,86.90,0.00
Donalsonville,GA,27.90,0.00,6.20,64.20,0.80
Douglas,GA,47.90,0.30,10.90,46.50,0.30
Dublin,GA,39.00,0.10,0.80,58.30,1.90
Eastman,GA,48.60,0.00,4.90,40.10,1.70
Eatonton,GA,33.60,0.00,17.90,55.20,0.00
Elberton,GA,49.60,0.00,6.80,48.80,0.00
Ellijay,GA,77.90,0.40,40.00,8.80,0.10
Fitzgerald,GA,50.50,0.00,7.60,44.60,0.20
Folkston,GA,46.60,1.80,1.80,46.70,1.00
Forsyth,GA,36.10,0.00,1.40,58.90,1.30
Fort Valley,GA,19.60,0.00,7.20,74.90,1.50
Gainesville,GA,81.30,0.30,34.50,8.90,1.70
Glennville,GA,72.40,0.00,6.10,25.30,0.00
Grantville,GA,66.90,0.20,5.80,29.90,1.00
Gray,GA,79.20,0.90,0.30,18.60,0.20
Greensboro,GA,30.30,0.00,17.10,63.00,0.10
Harlem,GA,68.20,0.00,1.70,29.50,0.90
Hartwell,GA,67.20,0.20,3.10,30.50,1.60
Hawkinsville,GA,55.30,0.50,3.20,44.20,0.00
Hazlehurst,GA,65.40,0.00,17.00,25.10,0.00
Hinesville,GA,44.30,0.50,14.40,42.30,3.00
Homerville,GA,50.10,0.00,0.80,47.80,0.40
Jackson,GA,53.00,0.00,1.40,43.60,0.60
Jasper,GA,90.50,0.20,8.70,1.70,1.20
Jefferson,GA,85.30,0.00,6.40,9.20,2.70
Jesup,GA,65.30,0.10,8.90,29.40,0.70
LaFayette,GA,86.00,0.00,0.10,9.50,3.20
LaGrange,GA,46.30,0.20,5.10,46.90,2.80
Lakeland,GA,39.80,0.00,7.00,55.70,0.00
Lake Park,GA,82.20,0.20,8.10,13.80,0.20
Leesburg,GA,60.90,0.30,3.90,31.70,2.10
Louisville,GA,27.30,0.00,1.20,71.40,0.10
Lula,GA,81.80,0.00,12.00,9.50,2.20
Macon,GA,37.20,0.20,2.90,58.40,1.80
McRae,GA,39.10,0.00,21.30,56.90,0.00
Madison,GA,45.80,0.00,1.70,53.00,0.00
Manchester,GA,47.10,0.70,0.00,50.40,0.00
Metter,GA,51.10,0.00,7.50,41.50,2.90
Milledgeville,GA,48.80,0.40,2.10,46.80,1.60
Millen,GA,30.50,4.00,4.00,65.40,0.00
Monroe,GA,56.90,0.00,1.70,40.80,0.30
Montezuma,GA,28.30,0.40,3.30,68.20,0.90
Monticello,GA,48.50,0.00,7.20,50.10,1.00
Moultrie,GA,46.10,0.40,16.40,43.60,1.10
Nashville,GA,79.40,1.40,2.20,18.30,0.20
Nelson,GA,95.80,0.00,2.70,0.60,0.00
Ocilla,GA,28.90,0.00,1.00,69.30,1.30
Pelham,GA,34.00,0.00,1.20,64.00,0.60
Quitman,GA,26.60,0.00,2.20,73.20,0.00
Reidsville,GA,35.00,0.90,18.00,45.00,0.00
Rincon,GA,77.90,0.10,4.70,16.80,2.10
Rockmart,GA,71.40,0.70,0.80,22.40,0.40
Rome,GA,68.90,0.10,14.50,21.00,2.10
Royston,GA,75.20,0.00,3.20,22.30,0.50
St. Marys--Kingsland,GA,72.80,0.90,7.90,17.90,1.60
St. Simons,GA,92.30,0.50,2.70,4.00,0.80
Sandersville,GA,34.30,0.00,0.60,64.00,0.40
Savannah,GA,51.70,0.30,6.60,40.60,2.70
Social Circle,GA,42.80,3.00,7.90,48.20,0.00
Soperton,GA,42.00,0.00,1.60,57.10,0.00
Sparta,GA,14.20,0.00,3.40,81.60,0.60
Springfield,GA,71.60,0.60,4.50,26.50,0.00
Statesboro,GA,54.70,0.20,5.30,38.30,1.80
Summerville,GA,78.60,0.00,8.20,18.50,0.30
Swainsboro,GA,36.30,0.00,4.10,59.00,0.00
Sylvania,GA,47.70,0.00,2.30,48.50,1.10
Sylvester,GA,37.70,0.00,0.30,59.60,0.00
Thomaston,GA,61.80,0.10,4.00,36.30,0.80
Thomasville,GA,49.70,0.00,2.10,45.30,1.40
Thomson,GA,37.90,0.00,2.60,59.30,0.20
Tifton,GA,46.90,0.10,10.20,42.90,1.80
Toccoa,GA,76.10,0.20,5.50,18.30,1.00
Trenton,GA,92.70,0.00,1.90,0.90,3.50
Tybee Island,GA,96.60,0.00,0.50,1.70,0.00
Unadilla,GA,25.10,0.00,7.60,69.20,0.00
Valdosta,GA,49.60,0.20,5.90,44.00,2.30
Vidalia,GA,46.20,0.00,13.60,39.90,1.80
Vienna,GA,17.90,0.00,1.90,80.30,0.00
Warner Robins,GA,60.30,0.40,6.70,31.20,3.10
Washington,GA,31.20,0.00,0.30,65.90,1.20
Waycross,GA,54.30,0.60,4.10,39.90,1.30
Waynesboro,GA,25.60,0.00,1.60,73.90,0.30
Winder,GA,78.50,0.10,9.90,13.80,2.70
Wrightsville,GA,39.10,0.00,0.10,60.10,0.00
Yorkville,GA,83.10,0.00,5.50,16.90,0.00
Captain Cook,HI,27.80,0.00,7.10,0.20,37.30
Haleiwa--Waialua--Pupukea,HI,47.30,0.30,11.90,0.50,27.50
Hawaiian Paradise Park,HI,34.50,0.80,19.40,0.60,36.00
Hilo,HI,19.50,0.20,11.20,0.90,43.70
Honokaa,HI,18.20,0.00,10.10,0.00,56.50
Kahului,HI,18.50,0.20,11.50,0.70,54.20
Kailua (Hawaii County)--Holualoa,HI,44.00,0.30,10.50,0.60,33.20
Kailua (Honolulu County)--Kaneohe,HI,34.40,0.20,9.60,1.50,32.20
Kalaheo,HI,32.00,0.40,15.50,0.10,42.30
Kapaa,HI,35.60,0.40,9.30,1.00,36.40
Kapaau,HI,18.20,0.00,15.40,0.40,43.20
Kekaha,HI,19.20,1.00,11.60,0.30,66.60
Kihei,HI,54.60,0.20,12.10,0.80,22.30
Kilauea,HI,61.10,0.10,8.10,0.00,24.60
Lahaina,HI,43.70,0.10,13.80,0.30,34.20
Laie--Hauula,HI,25.10,0.20,8.50,1.30,37.30
Lanai City,HI,16.60,0.00,5.70,2.00,63.60
Lihue,HI,18.40,0.60,8.50,1.10,61.20
Princeville,HI,76.40,0.10,10.50,0.00,6.10
Pukalani--Makawao--Haiku-Pauwela,HI,45.40,0.00,10.40,0.50,27.00
Urban Honolulu,HI,18.70,0.10,9.60,2.50,55.80
Waikoloa Village,HI,52.40,0.00,9.80,1.60,29.50
Waimea (Hawaii County),HI,25.30,0.00,7.90,0.70,39.40
Adel,IA,97.20,0.00,0.70,0.70,0.40
Albia,IA,93.30,0.00,5.00,0.10,0.40
Algona,IA,98.70,0.00,2.00,0.50,0.30
Ames,IA,83.00,0.20,3.40,2.60,10.20
Anamosa,IA,90.00,1.50,5.60,7.30,0.00
Atlantic,IA,96.60,0.70,4.10,0.30,0.70
Bellevue,IA,99.40,0.00,3.40,0.00,0.30
Boone,IA,95.50,0.50,3.90,0.60,1.40
Burlington,IA,88.00,0.20,3.40,8.10,0.80
Carlisle,IA,95.30,0.00,1.80,0.00,1.20
Carroll,IA,95.50,0.00,1.00,2.90,0.00
Cedar Rapids,IA,87.60,0.20,3.30,5.70,2.60
Centerville,IA,95.70,0.00,2.90,1.40,1.30
Chariton,IA,98.60,0.00,0.00,0.20,0.00
Charles City,IA,89.60,0.70,3.50,3.80,3.50
Cherokee,IA,96.60,0.60,4.40,1.90,0.40
Clarinda,IA,92.40,0.90,2.30,4.00,0.40
Clarion,IA,85.40,0.00,21.70,0.00,0.00
Clear Lake,IA,94.70,0.40,3.10,0.70,1.90
Clinton,IA,92.00,0.20,2.60,3.90,0.70
Cresco,IA,96.20,0.00,3.60,1.70,0.00
Creston,IA,95.40,0.40,4.10,1.90,1.10
Davenport,IA,82.50,0.40,10.10,9.70,2.70
Decorah,IA,95.40,0.40,2.00,2.20,1.00
Denison,IA,81.30,0.10,48.00,2.70,3.60
Des Moines,IA,84.70,0.30,8.00,6.20,4.80
De Witt,IA,96.90,0.00,3.20,0.00,0.00
Dubuque,IA,91.20,0.10,2.00,3.90,2.20
Dyersville,IA,99.50,0.00,2.20,0.50,0.00
Eagle Grove,IA,94.60,0.80,13.50,0.60,0.00
Emmetsburg,IA,92.90,0.20,3.20,4.80,1.10
Estherville,IA,95.40,0.00,13.10,2.50,0.40
Fairfield,IA,73.70,0.00,4.00,10.00,7.30
Forest City,IA,92.90,0.10,4.80,2.00,1.00
Fort Dodge,IA,89.20,0.30,5.50,6.70,1.90
Fort Madison,IA,92.50,0.20,6.20,3.10,0.30
Garner,IA,97.10,0.00,3.70,0.40,0.30
Glenwood,IA,95.40,1.20,3.00,1.40,0.00
Grinnell,IA,90.40,0.00,3.40,3.90,4.10
Hampton,IA,86.20,0.00,24.10,2.60,0.00
Harlan,IA,92.00,0.30,3.90,1.10,0.70
Humboldt,IA,97.00,0.40,6.40,0.10,0.50
Huxley,IA,97.20,0.10,3.30,0.90,1.80
Independence,IA,98.60,0.00,3.20,0.70,0.70
Indianola,IA,96.40,0.20,2.50,0.00,0.70
Iowa City,IA,80.20,0.20,6.10,7.60,7.40
Iowa Falls,IA,96.30,0.70,6.50,1.70,0.00
Jefferson,IA,95.90,0.20,3.60,0.10,2.60
Keokuk,IA,90.60,0.30,2.70,3.90,1.20
Knoxville,IA,95.90,0.70,2.70,0.60,0.40
Le Mars,IA,93.70,0.10,7.00,0.80,0.70
Manchester,IA,99.20,0.10,0.00,0.70,0.00
Maquoketa,IA,94.30,0.00,1.10,0.60,2.70
Marshalltown,IA,77.60,0.40,29.10,1.40,4.70
Mason City,IA,93.40,0.50,5.50,2.20,1.20
Missouri Valley,IA,99.80,0.00,3.20,0.00,0.20
Monticello,IA,95.80,0.00,0.70,0.00,0.00
Mount Pleasant,IA,85.90,0.50,6.80,4.40,5.40
Mount Vernon,IA,93.20,0.10,3.20,1.40,0.50
Muscatine,IA,89.40,0.20,18.50,3.30,1.20
Nevada,IA,96.30,0.00,5.40,0.80,0.70
New Hampton,IA,98.10,0.20,3.10,0.20,0.50
Newton,IA,95.70,0.20,2.20,1.70,0.50
Oelwein,IA,96.70,0.20,4.10,0.20,0.50
Onawa,IA,89.00,9.00,0.00,0.10,0.00
Orange City,IA,91.50,0.00,8.70,0.50,1.80
Osage,IA,97.50,0.80,0.10,0.10,0.90
Osceola,IA,91.70,0.30,22.80,0.10,1.50
Oskaloosa,IA,93.60,0.30,2.40,2.30,2.20
Ottumwa,IA,84.20,0.10,14.50,4.30,1.50
Pella,IA,92.60,0.00,3.20,0.90,3.00
Perry,IA,88.50,0.20,37.30,3.30,0.90
Polk City,IA,97.90,0.00,0.60,0.00,0.00
Red Oak,IA,93.20,0.40,6.50,0.00,0.00
Rock Valley,IA,98.30,0.00,7.70,0.20,0.70
Sheldon,IA,92.90,0.00,4.90,0.30,1.90
Shenandoah,IA,91.30,0.70,7.00,2.20,3.00
Sibley,IA,93.50,0.00,10.80,1.10,0.00
Sioux Center,IA,93.40,0.40,12.00,0.50,1.30
Sioux City,IA,82.00,2.00,21.80,3.90,3.50
Spencer,IA,95.50,0.00,3.50,0.30,0.60
Spirit Lake,IA,96.50,0.30,2.10,0.70,0.50
Storm Lake,IA,65.80,0.00,37.00,3.80,17.80
Story City,IA,89.40,2.60,2.80,0.00,1.60
Tama,IA,87.30,3.90,24.70,0.90,0.50
Tipton,IA,97.60,1.10,1.30,1.30,0.00
Vinton,IA,99.00,0.00,0.00,0.30,0.50
Washington,IA,94.60,0.60,8.10,2.20,1.30
Waterloo,IA,82.80,0.40,4.80,10.00,2.60
Waukon,IA,97.30,0.00,0.80,0.00,0.00
Waverly,IA,91.70,0.30,2.10,2.10,2.10
Webster City,IA,91.80,0.00,9.70,2.00,3.80
West Liberty,IA,81.70,0.00,49.90,0.00,3.10
Williamsburg,IA,98.30,0.00,1.90,0.00,0.00
Wilton,IA,98.80,0.00,0.70,0.30,0.00
Winterset,IA,96.90,0.00,0.30,0.00,2.90
American Falls,ID,83.40,2.90,42.00,0.40,0.00
Blackfoot,ID,87.50,1.70,21.30,0.40,1.60
Boise City,ID,90.60,0.50,7.90,1.40,2.90
Bonners Ferry,ID,87.90,1.80,7.10,0.80,0.00
Buhl,ID,89.10,1.60,29.20,0.20,0.30
Burley,ID,92.90,1.20,34.80,0.30,0.90
Coeur d'Alene,ID,94.00,1.00,4.50,0.50,0.90
Emmett,ID,88.90,1.00,10.90,0.00,0.60
Filer,ID,93.70,0.80,10.10,0.00,0.00
Gooding,ID,80.20,0.30,39.50,0.00,0.00
Grangeville,ID,99.00,1.00,3.00,0.00,0.00
Hailey,ID,92.50,0.00,30.50,0.10,1.00
Homedale,ID,75.30,0.50,50.10,0.00,0.50
Idaho Falls,ID,88.10,0.40,13.70,0.60,1.20
Jerome,ID,95.90,0.40,34.60,0.10,0.30
Kellogg,ID,92.30,2.70,3.30,0.00,0.90
Ketchum,ID,93.10,0.10,20.90,1.30,1.00
Kuna,ID,95.50,0.10,8.10,0.00,0.90
Lewiston,ID,94.00,1.50,3.60,0.40,1.10
Moscow,ID,91.00,0.80,5.10,0.80,3.80
Mountain Home,ID,88.10,1.40,15.00,2.70,2.90
Mountain Home AFB,ID,75.10,0.00,10.10,8.00,11.60
Nampa,ID,86.30,1.10,26.90,0.60,1.10
Orofino,ID,91.60,2.70,6.80,0.30,1.20
Osburn,ID,93.60,1.90,6.80,0.20,1.00
Pocatello,ID,90.70,1.60,9.10,0.70,1.90
Preston,ID,94.70,1.40,7.80,0.80,0.10
Rathdrum,ID,94.40,2.50,4.40,0.70,0.40
Rexburg,ID,92.30,0.00,8.50,0.80,1.50
Rigby,ID,84.40,0.70,11.80,0.10,0.90
Rupert,ID,93.70,0.30,43.90,0.20,0.30
St. Anthony,ID,90.40,1.20,21.10,0.10,1.20
St. Maries,ID,97.30,0.60,3.50,0.00,0.20
Salmon,ID,95.20,0.30,3.10,0.50,0.60
Sandpoint,ID,95.60,0.40,6.60,0.20,0.30
Shelley,ID,93.30,1.40,10.60,0.00,1.40
Soda Springs,ID,98.00,0.10,3.80,0.00,0.00
Star,ID,93.20,1.90,9.70,0.20,0.60
Twin Falls,ID,90.80,1.50,16.20,1.00,2.60
Weiser,ID,82.60,0.40,31.70,0.10,0.90
Wendell,ID,94.70,0.60,40.70,0.00,0.00
Abingdon,IL,97.00,0.00,1.00,0.50,0.00
Aledo,IL,97.30,0.00,1.60,1.10,0.50
Alton,IL,86.20,0.00,1.70,10.50,0.60
Anna,IL,92.80,0.10,4.40,1.10,0.50
Arcola,IL,90.90,1.50,32.80,0.30,0.00
Auburn,IL,94.60,0.00,2.90,4.10,1.00
Beardstown,IL,84.20,0.10,34.10,8.70,0.80
Beecher,IL,93.30,0.60,6.20,0.50,0.00
Benton,IL,95.90,0.00,4.70,1.40,1.00
Bloomington--Normal,IL,79.90,0.20,5.70,10.10,6.20
Braidwood--Coal City--Wilmington,IL,96.40,0.10,6.70,0.90,0.60
Breese,IL,96.60,0.10,1.40,0.00,1.20
Bushnell,IL,96.10,0.20,0.00,3.00,0.50
Byron,IL,96.40,0.00,5.10,0.50,1.30
Cairo,IL,26.70,1.10,1.90,67.90,0.00
Canton,IL,89.20,0.30,5.70,8.70,0.40
Carbondale,IL,79.40,0.10,4.60,12.70,3.30
Carlinville,IL,93.40,0.20,2.50,3.20,0.10
Carlyle,IL,92.10,0.40,3.80,3.50,0.70
Carmi,IL,97.80,0.10,1.60,0.80,0.60
Carthage,IL,95.40,0.00,4.40,0.80,1.20
Casey,IL,94.70,0.00,3.30,0.80,0.20
Centralia,IL,87.00,0.40,3.60,7.00,0.80
Champaign,IL,66.10,0.20,6.20,15.80,13.90
Charleston,IL,86.90,0.30,3.80,6.90,3.40
Chester,IL,69.50,0.00,5.30,29.90,0.20
Chicago,IL,63.70,0.30,22.70,18.00,6.70
Christopher,IL,99.00,0.00,0.90,0.30,0.10
Clinton,IL,89.30,0.00,4.80,0.90,0.20
Danville,IL,73.50,0.30,5.30,22.30,1.20
Davis Junction,IL,92.60,0.00,14.80,2.20,0.50
Decatur,IL,75.60,0.40,2.30,16.30,1.30
DeKalb,IL,78.70,0.10,11.80,11.10,3.60
Dixon,IL,85.10,0.00,8.50,10.10,1.10
Downs,IL,97.30,0.00,1.10,0.60,0.20
Du Quoin,IL,92.90,0.30,1.90,2.40,0.80
Dwight,IL,93.20,0.10,2.80,5.00,0.10
Effingham,IL,95.40,0.10,3.40,1.10,0.40
Eldorado,IL,94.20,0.00,2.90,1.30,0.00
Elmwood,IL,98.90,0.00,1.10,0.10,0.00
El Paso,IL,95.40,0.00,1.00,2.40,0.20
